name	particular	image	objectId	price	stack	getdesc	script	intro
Đồ Phổ [Mộng Long Huyền Ti Phát Đái]	232	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Tứ Không Hộ Pháp Yêu Đái]	233	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Phục Ma Kim Ô Nhuyễn Điều]	234	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Mộng Long Phật Pháp Huyền Bội]	235	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Tứ Không Giới Luật Pháp Giới]	236	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Phục Ma Phật Tâm Nhuyễn Khấu]	237	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Kế Nghiệp Huyền Vũ Hoàng Kim Khải]	238	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Kế Nghiệp Chu Tước Lăng Vân Ngoa]	239	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Hám Thiên Vũ Thần Tượng Kim Giáp]	240	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Hám Thiên Thừa Long Chiến Ngoa]	241	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Kế Nghiệp Bạch Hổ Vô Song Khấu]	242	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Kế Nghiệp Hỏa Vân Kỳ Lân Thủ]	243	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Hám Thiên Hổ Đầu Khẩn Thúc Uyển]	244	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Ngự Long Thiên Môn Thúc Yêu Hoàn]	245	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Hám Thiên Uy Vũ Thúc Đái]	246	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Ngự Long Chiến Thần Phi Quải Giáp]	247	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Ngự Long Tuyệt Mệnh Chỉ Hoàn]	248	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Địa Phách Ngũ Hành Liên Hoàn Quán]	249	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Sâm Hoang Kim Tiền Liên Hoàn Giáp]	250	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Băng Hàn Nguyệt Ảnh Ngoa]	251	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Băng Hàn Tâm Tiễn Yêu Khấu]	252	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Sâm Hoang Hồn Giảo Yêu Thúc]	253	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Băng Hàn Huyền Thiên Băng Hoả Bội]	254	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Sâm Hoang Huyền Thiết Tương Ngọc Bội]	255	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Thiên Quang Sâm La Thúc Đái]	256	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Địa Phách Khấu Tân Trạc]	257	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Địa Phách Hắc Diệm Xung Thiên Liên]	258	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Thiên Quang Định Tâm Ngưng Thân Phù]	259	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Địa Phách Tích Lịch Lôi Hỏa Giới]	260	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Thiên Quang Thúc Thiên Phược Địa Hoàn]	261	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Chú Phược Xuyên Tâm Độc Uyển]	262	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Chú Phược Băng Hỏa Thực Cốt Ngoa]	263	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Chú Phược Phá Giáp Đầu Hoàn]	264	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [U Lung Thanh Ngô Triền Yêu]	265	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Minh Ảo Hủ Cốt Hộ Uyển]	266	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [U Lung Ngân Thềm Hộ Uyển]	267	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Chú Phược Diệt Lôi Cảnh Phù]	268	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Minh Ảo Song Hoàn Xà Hài]	269	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Minh Ảo Độc Yết Chỉ Hoàn]	270	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Chú Phược U Ảo Chỉ Hoàn]	271	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Vô Gian Thanh Phong Truy Y]	272	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Vô Ma Tử Khâm Cà Sa]	273	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Vô Trần Ngọc Nữ Tố Tâm Quán]	274	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Vô Trần Phật Tâm Từ Hữu Yêu Phối]	275	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Vô Gian Phất Vân Ti Đái]	276	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Vô Ma Ma Ni Quán]	277	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Vô Trần Phật Quang Chỉ Hoàn ]	278	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Vô Trần Thanh Tâm Hướng Thiện Châu]	279	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Vô Gian Bạch Ngọc Bàn Chỉ]	280	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Vô Ma Băng Tinh Chỉ Hoàn]	281	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Vô Trần Từ Bi Ngọc Ban Chỉ Hoàn]	282	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Tê Hoàng Tuệ Tâm Kinh Sa Y]	283	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Tê Hoàng Băng Tuyết Bạch Vân Thúc Đái]	284	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Bích Hải Hồng Lăng Ba ]	285	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
Đồ Phổ [Tê Hoàng Thúy Ngọc Chỉ Hoàn]	286	\spr\item\do.pho.trang.bi.hoang.kim.spr	412	0	999			Đồ phổ Hoàng Kim\n\n<#00df00>Tỷ lệ thành công 75%</color>\nChế tạo thất bại sẽ mất hết nguyên liệu\nNguyên liệu yêu cầu\n<#ffff00>1 Đồ phổ Hoàng Kim\n1 Huyền Tinh Khoáng Thạch cấp 8\n300 Kim Nguyên Bảo\n3 Thủy Tinh\n6 Tinh Hồng Bảo Thạch
