EqName	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SitDown	Jump	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
Tinh S­¬ng-Né Liªn Tô TiÔn	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Truy MÖnh Phi Tiªu	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-M·nh Long TriÒn Thñ	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Ph¸ Lç Tr­îng	120,8,1	120,8,1			88,8,1					120,8,1					88,8,1				56,8,1				120,8,1					96,8,1	96,8,1						104,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-LuyÖn NhËt Th­¬ng	120,8,1	120,8,1			88,8,1					120,8,1					88,8,1				56,8,1				120,8,1					96,8,1	96,8,1						104,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Khèc Viªm B¶o §ao	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-ChÊn S¬n ThÇn KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Qu©n Uy ThÇn KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Minh L«i B¶o §ao	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Oanh Minh ThÇn KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-H¹o Thiªn KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Thanh H­ KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Träng KiÕp TriÒn Thñ	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt S¸t KiÕp Ph¸p C«n	120,8,1	120,8,1			88,8,1					120,8,1					88,8,1				56,8,1				120,8,1					96,8,1	96,8,1						104,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Ph¸ KiÕp Giíi §ao	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt PhÊn Vò ThÇn Chïy	120,8,1	120,8,1				88,8,1					120,8,1					88,8,1				96,8,1				144,8,1						128,8,1	96,8,1					128,8,1			112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Phong Yªn  Th­¬ng	120,8,1	120,8,1			88,8,1					120,8,1					88,8,1				56,8,1				120,8,1					96,8,1	96,8,1						104,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Tr­êng Kh«ng B¶o §ao	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Kinh Hång B¶o KiÕm																																																
NguyÖt KhuyÕt HiÓu NguyÖt TriÒn Thñ	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt T­¬ng T­ B¶o §ao																																																
NguyÖt KhuyÕt Phong NguyÖt Uyªn ¦¬ng §ao																																																
NguyÖt KhuyÕt B¸ch §éc TriÒn Thñ	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt U Minh HuyÕt NhÉn	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Th«i MÖnh Phi §ao	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt BÝ §éc Tô TiÔn	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt M¹n §å Phi Tiªu	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt XÝch Long TriÒn Thñ	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Hµo KiÖt Tr­îng	120,8,1	120,8,1			88,8,1					120,8,1					88,8,1				56,8,1				120,8,1					96,8,1	96,8,1						104,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Tham Lang Th­¬ng	120,8,1	120,8,1			88,8,1					120,8,1					88,8,1				56,8,1				120,8,1					96,8,1	96,8,1						104,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt LiÖt D­¬ng B¶o §ao	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Linh §éng ThÇn KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt ¶o ¶nh ThÇn KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt L¨ng Phong B¶o §ao	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Méc Vò ThÇn KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt DËt ¶nh KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Thanh Phong KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Méng Long TriÒn Thñ	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Phôc Ma Ph¸p C«n	120,8,1	120,8,1			88,8,1					120,8,1					88,8,1				56,8,1				120,8,1					96,8,1	96,8,1						104,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng T­ Kh«ng Giíi §ao	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng H¸m Thiªn ThÇn Chïy	120,8,1	120,8,1				88,8,1					120,8,1					88,8,1				96,8,1				144,8,1						128,8,1	96,8,1					128,8,1			112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng KÕ NghiÖp Th­¬ng	120,8,1	120,8,1			88,8,1					120,8,1					88,8,1				56,8,1				120,8,1					96,8,1	96,8,1						104,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Ngù Long B¶o §ao	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng V« Gian B¶o KiÕm																																																
DiÖu D­¬ng V« Ma TriÒn Thñ	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Tª Hoµng B¶o §ao																																																
DiÖu D­¬ng BÝch H¶i Uyªn ¦¬ng §ao																																																
DiÖu D­¬ng U Lung TriÒn Thñ	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Minh ¶o HuyÕt NhËn	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng B¨ng Hµn Phi §ao	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Thiªn Quang Tô TiÔn	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng S©m Hoang Phi Tiªu	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng §ång Cõu TriÒn Thñ	120,8,1	120,8,1	88,8,1				120,8,1	120,8,1				88,8,1	88,8,1				72,8,1				96,8,1				144,8,1							128,8,1	96,8,1				72,8,1	160,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng §Þch Kh¸i Tr­îng	120,8,1	120,8,1			88,8,1					120,8,1					88,8,1				56,8,1				120,8,1					96,8,1	96,8,1						104,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Ma S¸t Th­¬ng	120,8,1	120,8,1			88,8,1					120,8,1					88,8,1				56,8,1				120,8,1					96,8,1	96,8,1						104,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Ma Hoµng B¶o §ao	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng L¨ng Nh¹c ThÇn KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng CËp Phong ThÇn KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng S­¬ng Tinh B¶o §ao	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng L«i Khung ThÇn KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Phï V©n KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Xung V©n KiÕm	120,8,1	120,8,1		88,8,1					120,8,1					88,8,1				64,8,1				88,8,1				128,8,1	112,8,1							96,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
null																																																
