EqName	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SitDown	Jump	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
§»ng Long Tô NghÜa Tr­îng	80,8,56	64,8,56	64,8,1		64,8,56	64,8,1	96,8,1	96,8,1		96,8,56	96,8,1	96,8,1	96,8,1		96,8,56		64,8,1		48,8,56		104,8,1				96,8,1			104,8,56	96,8,56				96,8,1		96,8,56		96,8,1	112,8,1	112,1,56	96,8,56	80,8,56	96,8,56	112,8,56	96,8,56	48,8,56		112,1,56	112,1,56
§»ng Long Viªm Hoµng Th­¬ng	80,8,56	64,8,56	64,8,1		64,8,56	64,8,1	96,8,1	96,8,1		96,8,56	96,8,1	96,8,1	96,8,1		96,8,56		64,8,1		48,8,56		104,8,1				96,8,1			104,8,56	96,8,56				96,8,1		96,8,56		96,8,1	112,8,1	112,8,56	96,8,56	80,8,56	96,8,56	112,8,56	96,8,56	48,8,56		112,8,56	112,8,56
§»ng Long PhÇn Thiªn B¶o §ao	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1			64,8,1	64,8,1			104,8,1	224,8,1			96,8,1	104,8,1	104,8,1						96,8,1	80,8,1			96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§»ng Long Ngäc H­ ThÇn KiÕm	80,8,1	64,8,1	64,8,1	96,1,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1			64,8,1	64,8,1			104,8,1	120,8,1			96,8,1	104,8,1	104,8,1						96,8,1	80,8,1			96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§»ng Long HuyÒn Thiªn ThÇn KiÕm	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1			64,8,1	64,8,1			104,8,1	120,8,1			96,8,1	104,8,1	104,8,1						96,8,1	80,8,1			96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§»ng Long Ph­¬ng Nguyªn B¶o §ao	80,8,1	64,8,1	64,8,1	96,1,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1			64,8,1	64,8,1			104,8,1	120,8,1			96,8,1	104,8,1	104,8,1						96,8,1	80,8,1			96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§»ng Long Th­¬ng Khung ThÇn KiÕm	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1			64,8,1	64,8,1			104,8,1	120,8,1			96,8,1	104,8,1	104,8,1						96,8,1	80,8,1			96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§»ng Long Tè Du KiÕm	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1			64,8,1	64,8,1			104,8,1				96,8,1	104,8,1	104,8,1						96,8,1	80,8,1			96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	104,8,1	120,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
§»ng Long Y Thñy KiÕm	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1			64,8,1	64,8,1			104,8,1				96,8,1	104,8,1	104,8,1						96,8,1	80,8,1			96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	104,8,1	120,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Khæ §Õ TriÒn Thñ																																																
Tinh S­¬ng-DiÖt §Õ Ph¸p C«n																																																
Tinh S­¬ng-§¹o §Õ Giíi §ao																																																
Tinh S­¬ng-Th«n Tµ ThÇn Chïy	80,8,1	64,8,1				64,8,1					88,8,1					96,8,1				48,8,1				80,8,1						128,8,1	96,8,1					80,8,1			112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-L­u Kim Th­¬ng	80,8,1	64,8,1			64,8,1					96,8,1					96,8,1				48,8,1				80,8,1					104,8,1	96,8,1						96,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-L÷ S­¬ng B¶o §ao	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-L¹c Anh B¶o KiÕm	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-PhÊt HuyÖt TriÒn Thñ	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Thiªn H­¬ng B¶o §ao	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Th¸i VËn Uyªn ¦¬ng §ao	80,8,1	64,8,1				64,8,1					88,8,1					96,8,1				48,8,1				80,8,1						128,8,1	96,8,1					80,8,1			112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-ThiÒm Phi TriÒn Thñ	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Phô Cèt HuyÕt NhËn	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-L·nh HuyÕt Phi §ao	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Né Liªn Tô TiÔn	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Truy MÖnh Phi Tiªu	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-M·nh Long TriÒn Thñ	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Ph¸ Lç Tr­îng	80,8,1	64,8,1			64,8,1					96,8,1					96,8,1				48,8,1				80,8,1					104,8,1	96,8,1						96,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-LuyÖn NhËt Th­¬ng	80,8,1	64,8,1			64,8,1					96,8,1					96,8,1				48,8,1				80,8,1					104,8,1	96,8,1						96,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Khèc Viªm B¶o §ao	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-ChÊn S¬n ThÇn KiÕm	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Qu©n Uy ThÇn KiÕm	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Minh L«i B¶o §ao	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Oanh Minh ThÇn KiÕm	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-H¹o Thiªn KiÕm	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
Tinh S­¬ng-Thanh H­ KiÕm	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Träng KiÕp TriÒn Thñ																																																
NguyÖt KhuyÕt S¸t KiÕp Ph¸p C«n																																																
NguyÖt KhuyÕt Ph¸ KiÕp Giíi §ao																																																
NguyÖt KhuyÕt PhÊn Vò ThÇn Chïy	80,8,1	64,8,1				64,8,1					88,8,1					96,8,1				48,8,1				80,8,1						128,8,1	96,8,1					80,8,1			112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Phong Yªn  Th­¬ng	80,8,1	64,8,1			64,8,1					96,8,1					96,8,1				48,8,1				80,8,1					104,8,1	96,8,1						96,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Tr­êng Kh«ng B¶o §ao	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Kinh Hång B¶o KiÕm	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt HiÓu NguyÖt TriÒn Thñ	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt T­¬ng T­ B¶o §ao	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Phong NguyÖt Uyªn ¦¬ng §ao	80,8,1	64,8,1				64,8,1					88,8,1					96,8,1				48,8,1				80,8,1						128,8,1	96,8,1					80,8,1			112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt B¸ch §éc TriÒn Thñ	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt U Minh HuyÕt NhÉn	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Th«i MÖnh Phi §ao	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt BÝ §éc Tô TiÔn	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt M¹n §å Phi Tiªu	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt XÝch Long TriÒn Thñ	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Hµo KiÖt Tr­îng	80,8,1	64,8,1			64,8,1					96,8,1					96,8,1				48,8,1				80,8,1					104,8,1	96,8,1						96,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Tham Lang Th­¬ng	80,8,1	64,8,1			64,8,1					96,8,1					96,8,1				48,8,1				80,8,1					104,8,1	96,8,1						96,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt LiÖt D­¬ng B¶o §ao	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Linh §éng ThÇn KiÕm	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt ¶o ¶nh ThÇn KiÕm	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt L¨ng Phong B¶o §ao	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Méc Vò ThÇn KiÕm	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt DËt ¶nh KiÕm	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
NguyÖt KhuyÕt Thanh Phong KiÕm	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Méng Long TriÒn Thñ																																																
DiÖu D­¬ng Phôc Ma Ph¸p C«n																																																
DiÖu D­¬ng T­ Kh«ng Giíi §ao																																																
DiÖu D­¬ng H¸m Thiªn ThÇn Chïy	80,8,1	64,8,1				64,8,1					88,8,1					96,8,1				48,8,1				80,8,1						128,8,1	96,8,1					80,8,1			112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng KÕ NghiÖp Th­¬ng	80,8,1	64,8,1			64,8,1					96,8,1					96,8,1				48,8,1				80,8,1					104,8,1	96,8,1						96,8,1				112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Ngù Long B¶o §ao	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng V« Gian B¶o KiÕm	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng V« Ma TriÒn Thñ	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Tª Hoµng B¶o §ao	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng BÝch H¶i Uyªn ¦¬ng §ao	80,8,1	64,8,1				64,8,1					88,8,1					96,8,1				48,8,1				80,8,1						128,8,1	96,8,1					80,8,1			112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng U Lung TriÒn Thñ	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Minh ¶o HuyÕt NhËn	80,8,1	64,8,1		96,8,1					96,8,1					96,8,1				64,8,1				120,8,1				104,8,1	104,8,1							80,8,1					112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng B¨ng Hµn Phi §ao	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng Thiªn Quang Tô TiÔn	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
DiÖu D­¬ng S©m Hoang Phi Tiªu	80,8,1	64,8,1	64,8,1	96,8,1	64,8,1	64,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	96,8,1	64,8,1	64,8,1	48,8,1	48,8,1	104,8,1	120,8,1	80,8,1	80,8,1	96,8,1	104,8,1	104,8,1	104,8,1	96,8,1	128,8,1	96,8,1	96,8,1	96,8,1	80,8,1	96,8,1	80,8,1	96,8,1	112,8,1	112,8,1	96,8,1	80,8,1	96,8,1	112,8,1	96,8,1	48,8,1	112,8,1	112,8,1	112,8,1
